# Constructed from biom file						
#OTU ID	B1	B2	B3	W1	W2	W3
Ga0256681_10001472	0	0.235421718149872	0.229019092223221	0	0	0
Ga0256681_12522939	0	0	0	0.237074406502188	0.227257583510172	0
Ga0256681_11576712	0	0.197159000423521	0.259704471254013	0	0	0
Ga0256681_12501140	0.254145393070943	0.205791700762327	0	0	0	0
Ga0256681_12225491	0	0.238069333175251	0.226173982050953	0	0	0
VIRSorter_Ga0256681_11006923-cat_2	0.212296667624207	0.249507231184491	0	0	0	0
Ga0256681_11405877	0	0.244931395451514	0.218185036399349	0	0	0
Ga0256681_10251278	0	0.242290628487842	0	0	0	0.221371021716717
Ga0256681_10829156	0	0.24129948844786	0.222529724400742	0	0	0
Ga0256681_10121012	0	0.217806370667801	0.245237280080293	0	0	0
Ga0256681_12702427	0	0.23877925644203	0.22538983659115	0	0	0
Ga0256681_12631044	0	0.217790387988252	0.245250154416393	0	0	0
Ga0256681_11546963	0.210380066812884	0.250917101609439	0	0	0	0
Ga0256681_12507076	0	0.242690488950841	0.220897950730251	0	0	0
Ga0256681_12262673	0	0.211982000268594	0.249741279720563	0	0	0
Ga0256681_10164599	0	0	0	0	0.243747545191084	0.219631472912276
Ga0256681_11998582	0	0.243535061307653	0.219887926029988	0	0	0
Ga0256681_10017056	0	0.218851007027326	0.244389383281024	0	0	0
Ga0256681_11657223	0	0	0	0.229370732183629	0.235086437429698	0
Ga0256681_11269028	0	0.242105255573992	0.221589232376541	0	0	0
Ga0256681_10034998	0	0.225474672131142	0.23870285286438	0	0	0
Ga0256681_10680623	0.237558567602536	0.226732484502026	0	0	0	0
Ga0256681_12506721	0	0.2311358858826	0.233375629945764	0	0	0
Ga0256681_10507504	0	0.257532428089067	0.200650840770056	0	0	0
Ga0256681_12054168	0.228802946612939	0	0.235626911908991	0	0	0
Ga0256681_10265358	0	0.241548705655287	0.222240220063035	0	0	0
Ga0256681_12491261	0	0.230223010985784	0.234266235205279	0	0	0
Ga0256681_11421918	0.235898873481282	0.228515362411345	0	0	0	0
Ga0256681_10158521	0	0	0	0.244974031365264	0.218132378787455	0
Ga0256681_11730064	0.236868479343019	0.227479663334648	0	0	0	0
Ga0256681_10656639	0.234221420686372	0	0.230269256370703	0	0	0
Ga0256681_11659576	0.242484551871039	0.22114200002082	0	0	0	0
Ga0256681_10633747	0.248736587156227	0.21332313038421	0	0	0	0
Ga0256681_12227323	0	0.242507807615356	0.221114483798773	0	0	0
Ga0256681_12215009	0	0.231642595745653	0.232875790382774	0	0	0
VIRSorter_Ga0256681_12121076-cat_2	0	0.25703001462096	0.201436071059668	0	0	0
Ga0256681_10069174	0	0.214624381639832	0.247743611730945	0	0	0
Ga0256681_12694730	0.247100933626339	0.215454077521038	0	0	0	0
Ga0256681_11585354	0	0.235078496266053	0.229379037822093	0	0	0
Ga0256681_10068691	0	0	0	0	0.228237551951882	0.236160459270342
Ga0256681_11828210	0	0.250445661171283	0.21102662211964	0	0	0
Ga0256681_12425871	0	0.239314931701181	0.22479200370415	0	0	0
Ga0256681_10408666	0	0.227780800966115	0.236588133403497	0	0	0
Ga0256681_11469270	0	0	0	0.239054033388222	0	0.225083842341759
Ga0256681_11501610	0.238282838685734	0	0.225939123341502	0	0	0
Ga0256681_11725539	0	0.218082310813046	0.245014540688444	0	0	0
Ga0256681_12667349	0.255219168815553	0.204199944127706	0	0	0	0
Ga0256681_11823049	0.239330912769598	0.224774086067486	0	0	0	0
Ga0256681_10853183	0	0.257390304006489	0.200873800816356	0	0	0
Ga0256681_12358680	0.245472162636158	0.217514203071143	0	0	0	0
Ga0256681_11881910	0	0.268689175917563	0.180753056556563	0	0	0
Ga0256681_11630050	0	0.212647631029495	0.249244975075557	0	0	0
Ga0256681_12154658	0	0.209041559707593	0.251879849631163	0	0	0
Ga0256681_11703161	0	0	0	0.2339152341681	0	0.230584335430416
Ga0256681_11476565	0.253691433019022	0.206454493220444	0	0	0	0
Ga0256681_11189224	0	0.229590057769298	0.2348763955626	0	0	0
Ga0256681_11044490	0	0.227816192343772	0.236555101242172	0	0	0
Ga0256681_11634362	0	0.209023715349596	0.251892565445143	0	0	0
Ga0256681_11806528	0	0	0	0.22281758178844	0	0.241050635802395
Ga0256681_10456972	0	0.223341051462604	0.240595384302147	0	0	0
Ga0256681_10361313	0	0	0	0	0.242587751841603	0.22101980950268
Ga0256681_10575905	0	0	0	0.234624706465563	0	0.22985189885088
Ga0256681_12234242	0	0.234394029944054	0.230090953881089	0	0	0
Ga0256681_11158247	0.250395861093178	0	0.211094584390799	0	0	0
Ga0256681_11137084	0.241784310067423	0.221965394116429	0	0	0	0
Ga0256681_12527327	0	0	0	0	0.225716754073553	0.238484297438929
Ga0256681_10185628	0	0.212846813702672	0.249095565605453	0	0	0
Ga0256681_11283426	0	0	0	0	0.247609022831905	0.214798939956978
Ga0256681_11796139	0.211275172889307	0.250263305337818	0	0	0	0
Ga0256681_10257252	0.249882825193704	0.211791029727793	0	0	0	0
Ga0256681_10939177	0.258383289939784	0.199302078316526	0	0	0	0
Ga0256681_12110508	0	0	0	0.218526668405644	0	0.244653999239018
Ga0256681_10775681	0.216208874239205	0.246509696893123	0	0	0	0
VIRSorter_Ga0256681_12185918-cat_2	0	0.2481620330214	0.214078949271631	0	0	0
Ga0256681_12279971	0	0.195580174919737	0.260654289253563	0	0	0
Ga0256681_10759806	0	0.211207913518892	0.250312713825685	0	0	0
Ga0256681_10635444	0	0.226777598026259	0.237517121982091	0	0	0
Ga0256681_12346209	0	0.236424221352413	0.227956232856618	0	0	0
Ga0256681_12021767	0.258630718949711	0.198905303283259	0	0	0	0
Ga0256681_11569623	0	0	0	0	0.23603172758585	0.228374415428826
Ga0256681_12565679	0.236405790717306	0.227975929541579	0	0	0	0
Ga0256681_12332874	0	0	0	0.24472559919699	0	0.218438648389636
Ga0256681_11009791	0.209962731454847	0.251219180873294	0	0	0	0
Ga0256681_10173528	0	0	0	0.242967804093667	0	0.220567938838229
Ga0256681_10907427	0	0.217143685655053	0.245768628015014	0	0	0
Ga0256681_10303292	0	0	0	0.25069919868754	0	0.210679626121703
Ga0256681_10006378	0.239866676901133	0.224170616606317	0	0	0	0
Ga0256681_12597212	0	0.223723720569541	0.240260351482886	0	0	0
Ga0256681_10833528	0.252655561367581	0.207944937264019	0	0	0	0
Ga0256681_11690696	0	0.236722578642299	0.227636556587667	0	0	0
Ga0256681_12143493	0.253889283058107	0.206166358239541	0	0	0	0
Ga0256681_12563474	0	0.241274420674448	0.222558776491686	0	0	0
Ga0256681_12610703	0	0.254808462086169	0.204812810656698	0	0	0
Ga0256681_12601953	0.233508569084053	0.231000442396468	0	0	0	0
Ga0256681_10968886	0	0.229902990962155	0.234575476604824	0	0	0
Ga0256681_11693755	0	0.235748600743409	0.228674423893664	0	0	0
Ga0256681_12176049	0	0	0	0.226071579585424	0.238162517943892	0
Ga0256681_12590904	0	0.244165518713613	0.219124220837163	0	0	0
Ga0256681_11895976	0	0.228697850732033	0.235726437412246	0	0	0
Ga0256681_10742749	0	0.212285150353779	0.249515815745839	0	0	0
Ga0256681_10151965	0	0.263098293421457	0.19136172126969	0	0	0
Ga0256681_12135671	0.24444787526295	0.21877944366619	0	0	0	0
Ga0256681_10506188	0	0.25896083711453	0.198372674189649	0	0	0
Ga0256681_10028873	0.251383178742053	0.209735153792185	0	0	0	0
Ga0256681_10273065	0	0	0	0.237202991975936	0	0.227118531911348
Ga0256681_10621764	0.26321272096658	0.191158447339471	0	0	0	0
VIRSorter_Ga0256681_10340845-cat_2	0.223155402343097	0.240757242013444	0	0	0	0
Ga0256681_11673399	0	0.246823183159686	0.215809668912576	0	0	0
Ga0256681_12279320	0.251930213444763	0	0.208970857565001	0	0	0
Ga0256681_10741368	0	0	0	0.208419287334662	0	0.252321449216443
Ga0256681_12451304	0.259201887275176	0	0.197981377573419	0	0	0
Ga0256681_12691975	0	0.213542881485835	0.248570164028875	0	0	0
Ga0256681_10240915	0	0.244285767479623	0.218977597673305	0	0	0
Ga0256681_12270805	0.223775687088125	0.240214707555072	0	0	0	0
Ga0256681_11683623	0	0.242487203752706	0.221138862868661	0	0	0
Ga0256681_10753286	0	0.220023442779421	0.243422460495474	0	0	0
Ga0256681_10872958	0.243748295262418	0	0.219630565943654	0	0	0
Ga0256681_11566404	0	0.253138779215634	0.207253424919226	0	0	0
Ga0256681_10446044	0	0.22213605855849	0.241638113528042	0	0	0
Ga0256681_10362193	0.207573081256101	0.252915973858998	0	0	0	0
Ga0256681_11124811	0.251975029420459	0.208907886017944	0	0	0	0
Ga0256681_12541188	0	0	0	0	0.236197390343142	0.228198235171974
Ga0256681_12228741	0	0	0	0	0.242024590860658	0.221683969670537
Ga0256681_11060703	0.194313425906402	0.26140232174108	0	0	0	0
Ga0256681_12103239	0.245435047043447	0	0.217560451887719	0	0	0
Ga0256681_11373471	0	0.197867501970092	0.259271805137636	0	0	0
Ga0256681_10811857	0.259709406216975	0.197150881157739	0	0	0	0
Ga0256681_12493453	0.266624663543047	0	0.184839611622947	0	0	0
VIRSorter_Ga0256681_10282244-cat_2	0	0.254039993108562	0.205946117943983	0	0	0
Ga0256681_11481437	0	0.236318157493629	0.228069501766163	0	0	0
Ga0256681_11148762	0	0.220355600249802	0.243145534722779	0	0	0
Ga0256681_12537307	0	0	0	0.235157524910272	0.22929633471175	0
Ga0256681_10613542	0	0.254242306921081	0.205649431223972	0	0	0
Ga0256681_10178972	0	0	0	0.21752398773336	0	0.245464312294059
Ga0256681_10652860	0	0.251750718921509	0.20922252472638	0	0	0
Ga0256681_10261888	0.243588824520092	0.219823127388375	0	0	0	0
Ga0256681_11764934	0	0.229829390422304	0.234646382168687	0	0	0
Ga0256681_10103565	0	0.219101092924898	0.24418450326905	0	0	0
VIRSorter_Ga0256681_12515011-cat_1	0	0.236615137092287	0.227751854467108	0	0	0
Ga0256681_11598109	0.252521185549612	0.208136084404018	0	0	0	0
VIRSorter_Ga0256681_11580127-cat_2	0	0.261641691133148	0.193903613071502	0	0	0
Ga0256681_12072821	0	0.203000854188408	0.25601301885534	0	0	0
Ga0256681_12685696	0.227383364942703	0.236957858774665	0	0	0	0
Ga0256681_11086687	0.214619543768208	0.247747337149495	0	0	0	0
Ga0256681_10575148	0	0.230398070974546	0.234096422341822	0	0	0
Ga0256681_10838739	0	0.216648802917164	0.246162170729786	0	0	0
Ga0256681_10145813	0.21954462353166	0	0.243819325875536	0	0	0
Ga0256681_11929852	0.243489609818969	0.219942659555036	0	0	0	0
Ga0256681_12071002	0	0.244333782488818	0.218918964899714	0	0	0
Ga0256681_10826336	0	0	0	0.211717664520805	0.249937103143357	0
Ga0256681_12537789	0.219367927093507	0.243965087379774	0	0	0	0
Ga0256681_12146717	0.245033669113998	0.218058656329475	0	0	0	0
Ga0256681_12421896	0.23152625375978	0.232990905122393	0	0	0	0
Ga0256681_11714882	0	0	0	0.228645698097527	0.235775766393827	0
Ga0256681_10297217	0.248591722904482	0.213514452400087	0	0	0	0
Ga0256681_12431677	0.23815104120631	0.226084200100562	0	0	0	0
Ga0256681_11822073	0.216055378087906	0	0.246630443440024	0	0	0
Ga0256681_11556481	0	0.223426788612318	0.240520484714856	0	0	0
Ga0256681_10176842	0	0	0	0.236582885439088	0	0.227786425022629
Ga0256681_10146969	0.242772757780468	0.22080021383319	0	0	0	0
Ga0256681_11553479	0	0	0	0.230368077649485	0	0.234125549370158
Ga0256681_10540354	0	0.223739675310072	0.240246341636948	0	0	0
Ga0256681_11555128	0	0.231071354099641	0.233439003522964	0	0	0
Ga0256681_10896835	0	0	0	0	0.23874959050832	0.225422789274959
VIRSorter_Ga0256681_11207870-cat_2	0	0.256351978998829	0.202482940615026	0	0	0
Ga0256681_12467942	0	0	0	0	0.239490278356375	0.224595146607901
Ga0256681_11107533	0	0	0	0	0.230481325789257	0.234015501170337
Ga0256681_10675049	0.261200869835394	0.194656636138997	0	0	0	0
Ga0256681_10583679	0	0.20640849718616	0.253723068365052	0	0	0
Ga0256681_12639315	0	0.233984266414432	0.230513432578048	0	0	0
Ga0256681_10073718	0	0.266927178988106	0.184253911448815	0	0	0
Ga0256681_10343883	0.2067801069583	0.253466915958892	0	0	0	0
Ga0256681_12318762	0.255660670842707	0.203535446996871	0	0	0	0
VIRSorter_Ga0256681_10878921-cat_2	0	0.22256010200886	0.241273276688616	0	0	0
Ga0256681_11311067	0.234658553145547	0.22981674843851	0	0	0	0
Ga0256681_11242028	0	0	0	0.235892489357725	0	0.228522127788021
Ga0256681_11985420	0.242267286057478	0.221398537402799	0	0	0	0
Ga0256681_11628490	0	0	0	0.199109852085417	0	0.258503324113559
VIRSorter_Ga0256681_10156149-cat_1	0	0.238107469353948	0.226132092556717	0	0	0
Ga0256681_11456823	0	0.24513310806581	0.217935559514149	0	0	0
Ga0256681_11149672	0	0.246992424083385	0.215593210138637	0	0	0
Ga0256681_11306617	0.25672731859405	0	0.201905231510044	0	0	0
Ga0256681_12254849	0.210427893234593	0.250882372457988	0	0	0	0
Ga0256681_12065551	0.216552294944862	0.246238594101676	0	0	0	0
Ga0256681_11156398	0.244958255956808	0	0.218151866881531	0	0	0
Ga0256681_11412236	0.233519761120739	0.230989026469832	0	0	0	0
Ga0256681_10387320	0.252351789042957	0.208376339473885	0	0	0	0
Ga0256681_10481001	0	0	0	0	0.225442638053662	0.238731714415459
VIRSorter_Ga0256681_11558860-cat_2	0	0.202638833932775	0.256250197793654	0	0	0
Ga0256681_12461170	0.218646877272668	0.244556068995173	0	0	0	0
Ga0256681_12682603	0	0.202145778897433	0.256571385453522	0	0	0
Ga0256681_11641950	0	0	0	0.216977480886206	0	0.245901107214355
Ga0256681_11277214	0	0.174895840874589	0.271468197806997	0	0	0
VIRSorter_Ga0256681_11963354-cat_2	0	0.214755218045054	0.247642764564926	0	0	0
Ga0256681_12061107	0	0.261176122019923	0.194698692958089	0	0	0
Ga0256681_12281768	0.217807232773419	0	0.245236585555086	0	0	0
Ga0256681_11068051	0	0.247059009543573	0.215507865644233	0	0	0
Ga0256681_10982117	0	0.167670962776087	0.274626024471485	0	0	0
Ga0256681_12081567	0.232746188219641	0	0.231773326641685	0	0	0
Ga0256681_10443147	0	0	0	0.225569908332484	0	0.238616966675095
Ga0256681_11181901	0.245415438233363	0.217584873616133	0	0	0	0
Ga0256681_11322220	0	0.222021629587204	0.241736177357769	0	0	0
Ga0256681_10819020	0	0.206432627015635	0.25370647470839	0	0	0
Ga0256681_12678847	0	0.233807960839292	0.230694360983286	0	0	0
Ga0256681_12514988	0	0.238743100274381	0.225429996409415	0	0	0
Ga0256681_10151217	0.256615052255271	0.202078494835652	0	0	0	0
VIRSorter_Ga0256681_11908064-cat_2	0.241413183625479	0.222397802452482	0	0	0	0
Ga0256681_12454934	0	0.248855373036249	0.213165867557714	0	0	0
Ga0256681_12510055	0.216575011897077	0.246220614276594	0	0	0	0
VIRSorter_Ga0256681_11578815-cat_1	0	0.214036321110763	0	0	0.248194599922315	0
Ga0256681_12106444	0.248121870489851	0.21413148460437	0	0	0	0
Ga0256681_10072480	0	0.236083389703069	0.228319524236518	0	0	0
Ga0256681_12355060	0	0	0	0.234490617362189	0.229990965702308	0
Ga0256681_11553683	0.221608720649728	0	0.242088671272146	0	0	0
VIRSorter_Ga0256681_10029620-cat_2	0	0.228831383596778	0.235599954615453	0	0	0
Ga0256681_10345234	0.231278223288646	0	0.233235621582372	0	0	0
Ga0256681_11046437	0	0.228278051003206	0.236122394495332	0	0	0
Ga0256681_12584429	0.220074333677581	0.243380118201196	0	0	0	0
Ga0256681_11053248	0	0	0	0.232683969451334	0.231835992325568	0
Ga0256681_11205475	0	0.244593914689888	0.218600446470788	0	0	0
Ga0256681_11451626	0	0	0	0	0.235570909281198	0.228862009373315
Ga0256681_12045234	0	0.225617875864974	0.23857366203876	0	0	0
Ga0256681_11660045	0.248868938685212	0.213147885754502	0	0	0	0
Ga0256681_10710708	0.213057895313492	0.248936777229673	0	0	0	0
Ga0256681_10485032	0	0.219729430904925	0.24366647516544	0	0	0
Ga0256681_12569033	0	0.264122935061913	0.189522239646661	0	0	0
Ga0256681_11268619	0.258201414156558	0	0.199592412490403	0	0	0
Ga0256681_11636769	0.247601314365083	0.214808924671986	0	0	0	0
Ga0256681_10294255	0	0	0	0	0.24449998819438	0.218715622839624
Ga0256681_10260371	0.223638507924245	0.240335120654756	0	0	0	0
VIRSorter_Ga0256681_12001855-cat_2	0	0.233119429738215	0.231396108436381	0	0	0
Ga0256681_11640994	0.250670095065542	0.210719542426397	0	0	0	0
Ga0256681_12250480	0	0.238975593117988	0.225171336989686	0	0	0
Ga0256681_11067756	0	0.217979334220832	0.245097766447064	0	0	0
VIRSorter_Ga0256681_11905329-cat_2	0	0.189855433947314	0.263939133157262	0	0	0
VIRSorter_Ga0256681_11212588-cat_2	0	0	0	0.257898604961045	0.200073337187423	0
Ga0256681_10355605	0.227434079175337	0.236910804594128	0	0	0	0
Ga0256681_10189450	0.255746981074841	0.203404848066554	0	0	0	0
Ga0256681_10730534	0.267536856576456	0.183060084481873	0	0	0	0
Ga0256681_12162803	0.24872935741834	0.213332690825893	0	0	0	0
Ga0256681_10595716	0.257105633747947	0.20131840725588	0	0	0	0
Ga0256681_10235169	0	0	0	0.238557259046064	0.225636036077311	0
Ga0256681_12529870	0.231493642569628	0	0.233023134750213	0	0	0
Ga0256681_10084843	0	0	0	0	0.227727865262694	0.236637507201969
Ga0256681_12282404	0.248176464521372	0.214060062428962	0	0	0	0
Ga0256681_11219312	0.238481531328494	0	0.225719812322175	0	0	0
Ga0256681_12602547	0	0.216868353264692	0.245987920838393	0	0	0
Ga0256681_12579430	0.228183831964858	0.236210914034313	0	0	0	0
Ga0256681_10752850	0.24416667005732	0.219122818433419	0	0	0	0
Ga0256681_12065789	0	0.228093237816489	0.236295908090007	0	0	0
Ga0256681_10342561	0	0.222300660623191	0.241496763362275	0	0	0
Ga0256681_12168984	0.236735280083824	0.227622913030766	0	0	0	0
Ga0256681_12060825	0	0.256290054209757	0.202577826460324	0	0	0
Ga0256681_11528061	0	0.239652719167868	0.224412262412429	0	0	0
Ga0256681_10296789	0.183626325647365	0.267248835435826	0	0	0	0
Ga0256681_11253484	0	0.229069642653044	0.235373630828807	0	0	0
Ga0256681_10708874	0	0	0	0.211114561877781	0.250381213476927	0
Ga0256681_10860452	0	0.20309405366023	0.255951772793544	0	0	0
Ga0256681_12553667	0	0	0	0.251607519514654	0.209422682106775	0
Ga0256681_11420546	0	0	0	0.256682705160519	0.201974132406207	0
Ga0256681_12579623	0.213672426163575	0.248471816681663	0	0	0	0
Ga0256681_12447657	0.220077116897829	0.243377801603782	0	0	0	0
Ga0256681_11369621	0.274371012060181	0.168279297509689	0	0	0	0
Ga0256681_10448990	0	0.19678382829091	0.259931956201444	0	0	0
Ga0256681_12495524	0.212872869457875	0.249075990161916	0	0	0	0
Ga0256681_12357772	0	0.258838682252565	0.198570201023036	0	0	0
Ga0256681_11027445	0.245055931929315	0.21803111572517	0	0	0	0
VIRSorter_Ga0256681_12085583-cat_2	0	0.192863959590239	0.262243258678745	0	0	0
Ga0256681_12099745	0	0.207405319330523	0.253033027313091	0	0	0
Ga0256681_10634893	0.249634960387686	0	0.212125112172221	0	0	0
Ga0256681_11596800	0.243753133591166	0	0.219624715264815	0	0	0
Ga0256681_12117311	0	0.237197713536847	0.227124245751985	0	0	0
Ga0256681_10133565	0	0	0	0.225980109626529	0	0.238245633098287
VIRSorter_Ga0256681_10138472-cat_2	0	0	0	0.209893759125092	0	0.251268938174499
Ga0256681_11232834	0.209808178302119	0.251330611437431	0	0	0	0
Ga0256681_12058355	0	0.241705804023786	0.222057092211788	0	0	0
Ga0256681_11569424	0.222598647042392	0.241240000701191	0	0	0	0
Ga0256681_10184488	0	0.20767203145577	0.252846807343982	0	0	0
VIRSorter_Ga0256681_11128270-cat_2	0	0.239522012487411	0.224559457784249	0	0	0
Ga0256681_10800173	0.242679967349948	0.220910440571912	0	0	0	0
Ga0256681_10684375	0.254931067983065	0	0.204630383664496	0	0	0
Ga0256681_12149583	0	0	0	0.255892359922506	0.203184352596463	0
Ga0256681_10857305	0.226075716355608	0	0.238158756322574	0	0	0
Ga0256681_10368262	0	0.219589447938528	0.243782289912238	0	0	0
VIRSorter_Ga0256681_11744016-cat_2	0.197126969809551	0.259723936696271	0	0	0	0
Ga0256681_12548126	0	0	0	0.242479740273951	0.221147691730824	0
Ga0256681_11243346	0.259398310460457	0	0.197661027703272	0	0	0
Ga0256681_11929325	0.240521809395641	0.223425273200259	0	0	0	0
VIRSorter_Ga0256681_10718690-cat_2	0	0.254524628096865	0.205233418806945	0	0	0
Ga0256681_10466162	0	0	0	0.2226615315896	0	0.241185671888688
Ga0256681_10482468	0	0.261355827677731	0.194392773318767	0	0	0
Ga0256681_10838054	0.252512054401765	0	0.208149055224542	0	0	0
Ga0256681_11108312	0	0	0	0	0.244999021428563	0.218101496266566
VIRSorter_Ga0256681_12331651-cat_2	0.21464857594437	0.247724977026206	0	0	0	0
Ga0256681_10646875	0	0.239060462466059	0.225076666082147	0	0	0
Ga0256681_11659579	0.228933598616763	0	0.235502961191028	0	0	0
Ga0256681_11223228	0.232511745551881	0.232009132967029	0	0	0	0
Ga0256681_11212151	0	0.248508393879643	0.213624273517474	0	0	0
Ga0256681_11777765	0	0.244211245805043	0.219068500791211	0	0	0
Ga0256681_12552583	0	0	0	0.228213038383538	0	0.236183487977063
Ga0256681_12146429	0	0.238869814317379	0.225289145023474	0	0	0
Ga0256681_12364731	0	0.240373911733228	0.223594256293501	0	0	0
Ga0256681_11547018	0.236233803714203	0	0.228159446438419	0	0	0
Ga0256681_10023865	0	0.264535232354823	0.188769597325096	0	0	0
Ga0256681_10135876	0	0	0	0	0.214733911981655	0.247659199681207
Ga0256681_10239574	0.240796807563215	0.223109943622529	0	0	0	0
Ga0256681_11381106	0	0	0	0.226445759370033	0.237821322401518	0
Ga0256681_11605980	0.203010116711429	0	0.256006935402499	0	0	0
Ga0256681_10711104	0.241490255329551	0.222308229657327	0	0	0	0
Ga0256681_12498302	0.253369718795487	0.206920625598438	0	0	0	0
Ga0256681_11522685	0	0.191032495318454	0.263283471680446	0	0	0
Ga0256681_11572881	0	0	0	0.199403882403533	0	0.258319595621257
Ga0256681_10075077	0	0	0	0.267629685645768	0	0.182876713807844
Ga0256681_11893673	0	0.207965361711562	0.252641219759485	0	0	0
Ga0256681_11690092	0	0.257491954994275	0.200714400980186	0	0	0
Ga0256681_11862403	0.226946204445122	0.23736197362108	0	0	0	0
Ga0256681_12338580	0.244880066613763	0.218248377583067	0	0	0	0
Ga0256681_10007131	0.231221779991452	0.233291178496723	0	0	0	0
Ga0256681_12049542	0	0.249023971689186	0.212942062321389	0	0	0
Ga0256681_10612192	0	0.274848836834731	0.167135626779368	0	0	0
Ga0256681_10181192	0.203642538315217	0.2555897835061	0	0	0	0
Ga0256681_11424917	0	0.246815532103563	0.215819438961903	0	0	0
Ga0256681_10937011	0	0.232493540198017	0.232027407777318	0	0	0
Ga0256681_12338867	0.238638816979354	0.225545692171481	0	0	0	0
Ga0256681_10172099	0	0	0	0.241571162264474	0.222214072734502	0
Ga0256681_10695403	0	0.251264180846101	0.20990035644419	0	0	0
Ga0256681_12691885	0	0.211530348273041	0.250075435629701	0	0	0
Ga0256681_11835134	0	0.252424986202682	0.208272620628027	0	0	0
Ga0256681_12593390	0	0	0	0	0.235545776923628	0.228888497661569
Ga0256681_10448550	0.245646438469375	0.217296633268959	0	0	0	0
VIRSorter_Ga0256681_12350863-cat_2	0.257346069114696	0.200943060752236	0	0	0	0
Ga0256681_10321735	0	0.242900344532364	0.220648363173061	0	0	0
Ga0256681_10427749	0	0.266091295309426	0.185861734983844	0	0	0
Ga0256681_10404823	0.238693404235572	0.225485156037523	0	0	0	0
Ga0256681_11164420	0	0.231849674486062	0.23267037674105	0	0	0
Ga0256681_10567837	0	0.244379379044032	0.218863239571419	0	0	0
Ga0256681_10177060	0	0.237609188531475	0.226677341945744	0	0	0
Ga0256681_10086276	0	0	0	0	0.248200384826442	0.214028746345715
Ga0256681_10835510	0.256870976341817	0.201682936072298	0	0	0	0
Ga0256681_11786943	0.23801855526144	0.22622971652872	0	0	0	0
Ga0256681_11776073	0	0.258881569537562	0.198500909974877	0	0	0
Ga0256681_11551131	0.227945663719573	0.236434108855124	0	0	0	0
VIRSorter_Ga0256681_11570011-cat_1	0	0.257042914873512	0.201416011214856	0	0	0
Ga0256681_10559688	0.230786581830045	0.233717905496702	0	0	0	0
Ga0256681_10011964	0	0.174840830858784	0.271493338480521	0	0	0
Ga0256681_10868442	0.224620077748526	0.239468099842037	0	0	0	0
VIRSorter_Ga0256681_11266639-cat_2	0	0.24875004863495	0.213305325826745	0	0	0
Ga0256681_10028474	0	0	0	0.227203882233938	0	0.237124097894814
Ga0256681_12061418	0.221817875753864	0.241910384916521	0	0	0	0
Ga0256681_11841554	0	0	0	0	0.225006497007075	0.239123289357365
VIRSorter_Ga0256681_11886964-cat_2	0	0.267618500075686	0.182898831956692	0	0	0
Ga0256681_11405822	0	0.265866440156167	0.186288674425936	0	0	0
VIRSorter_Ga0256681_10834480-cat_2	0	0.241156049658424	0.222695794269667	0	0	0
Ga0256681_10110832	0.246852254882412	0.215772533334029	0	0	0	0
Ga0256681_11501124	0.260564067337323	0.195731555055455	0	0	0	0
Ga0256681_11599880	0.256765673255753	0.201845946036951	0	0	0	0
Ga0256681_11866878	0.213326897581586	0.248733738464883	0	0	0	0
